epoch,train_loss,train_acc,val_loss,val_acc
1,1.387929666042328,25.364836692147325,1.3886970162391663,20.0
2,1.369258619679345,27.519110493398195,1.3348259210586548,30.625
3,1.3164613087972006,34.39888811674774,1.326600933074951,41.25
4,1.3084801236788433,35.37178596247394,1.294896125793457,40.0
5,1.297948494222429,34.954829742876996,1.3136901617050172,36.875
6,1.3004552251762813,33.21751216122307,1.2785785794258118,36.25
7,1.2813681350813972,36.34468380820014,1.266628050804138,38.125
8,1.2754929423332215,35.788742182070884,1.257948487997055,36.875
9,1.2702500912878247,35.58026407227241,1.2636337161064148,36.875
10,1.2684417108694712,37.31758165392634,1.266658091545105,37.5
11,1.2668757610850865,38.22098679638638,1.261132287979126,37.5
12,1.2609446823596955,37.24808895066018,1.2528356611728668,40.0
