epoch,train_loss,train_acc,val_loss,val_acc
1,1.3873871829774644,25.99027102154274,1.3855835795402527,26.25
2,1.3597986552450392,31.61917998610146,1.307984334230423,34.375
3,1.3330586499638029,33.84294649061849,1.3344448268413545,30.625
4,1.310012353791131,35.51077136900626,1.2972746729850768,37.5
5,1.2962088677618238,32.93954134815844,1.2759735584259033,38.125
6,1.2988528675503201,34.954829742876996,1.3184060454368591,33.125
7,1.2873541335264842,34.19041000694927,1.2823172807693481,37.5
8,1.2838610927263896,35.163307852675466,1.311234986782074,36.875
9,1.2754239565796321,35.51077136900626,1.2783466815948485,38.75
10,1.273319434457355,35.4412786657401,1.2818955779075623,38.75
11,1.259736548529731,36.9006254343294,1.313487720489502,38.125
12,1.2692530737982857,35.788742182070884,1.292310070991516,38.75
