epoch,train_loss,train_acc,val_loss,val_acc
1,1.388181738058726,24.669909659485754,1.3867922663688659,20.0
2,1.3748490360048082,30.64628214037526,1.324755573272705,32.5
3,1.3389187415440877,30.92425295343989,1.3116106033325194,38.125
4,1.3129058718681335,33.42599027102154,1.3068581581115724,33.75
5,1.3048453370730082,34.120917303683115,1.289282488822937,38.125
6,1.2975164386961195,33.9819318971508,1.2914087891578674,37.5
7,1.2872028960122002,34.537873523280055,1.278656530380249,36.875
8,1.2789947681956821,37.595552466990966,1.293843138217926,39.375
9,1.2721811771392821,36.34468380820014,1.2802065849304198,33.75
10,1.2705047713385689,34.88533703961084,1.3586121439933776,33.125
11,1.2720122469796076,34.88533703961084,1.2769189357757569,36.25
12,1.2645796491040124,36.970118137595556,1.2728673219680786,38.75
