epoch,train_loss,train_acc,val_loss,val_acc
1,1.3886487457487318,23.766504517025712,1.384222412109375,25.0
2,1.3845533185535006,26.476719944405836,1.3652873158454895,32.5
3,1.3734468897183736,29.534398888116748,1.3444520235061646,33.125
4,1.3519956032435099,30.090340514246005,1.3452486872673035,33.125
5,1.3292831076516045,33.63446838082002,1.3440638542175294,33.125
6,1.3069863822725085,36.69214732453092,1.3525481939315795,31.875
7,1.2908163004451327,37.45656706045865,1.346165692806244,31.25
8,1.2646124203999838,40.44475330090341,1.3755669355392457,34.375
9,1.2415480958090888,42.11257817929118,1.4051809072494508,30.0
10,1.2104681895838842,43.29395413481584,1.462922179698944,25.0
11,1.1969665341907076,43.988881167477416,1.420239222049713,27.5
12,1.1668524079852634,46.56011118832522,1.434974992275238,28.125
